date,segment_id,article_count,sentiment_score,keyword_border,keyword_temple
2024-01-07,PREAH_VIHEAR_TEMPLE,6,0.9079702975440738,1,0
2024-01-07,TA_MUEN_THOM_TEMPLE,3,1.1281539096944007,1,0
2024-01-07,TA_KRABEY_TEMPLE,4,0.6499070429021149,0,0
2024-01-07,OSMACH_CHECKPOINT,2,0.258775080868511,1,0
2024-01-07,CHONG_CHOM_CHECKPOINT,2,-1.2543441221110103,0,0
2024-01-07,ARANYAPRATHET_POIPET,2,0.3109143765021805,0,0
2024-01-07,PHANOM_DONG_RAK_RIDGE,1,1.0691192698682606,0,0
2024-01-07,BAN_KRUAT,3,0.9224624434375274,1,0
2024-01-07,KANTHARALAK,3,0.4700515990707673,0,0
2024-01-07,SAMRAONG,3,-0.05898695122069925,1,0
2024-01-14,PREAH_VIHEAR_TEMPLE,5,0.45421057161802864,0,0
2024-01-14,TA_MUEN_THOM_TEMPLE,3,-0.6552368240548481,0,0
2024-01-14,TA_KRABEY_TEMPLE,3,0.32699855102479164,0,0
2024-01-14,OSMACH_CHECKPOINT,3,0.1185845550551706,1,0
2024-01-14,CHONG_CHOM_CHECKPOINT,1,-1.665215894361857,0,0
2024-01-14,ARANYAPRATHET_POIPET,4,-1.2120258375867639,0,0
2024-01-14,PHANOM_DONG_RAK_RIDGE,3,1.4527109626838492,0,0
2024-01-14,BAN_KRUAT,8,0.7228401196466,0,0
2024-01-14,KANTHARALAK,5,0.4650529397260339,0,0
2024-01-14,SAMRAONG,5,1.896071582119703,0,0
2024-01-21,PREAH_VIHEAR_TEMPLE,1,1.7903688125498085,0,0
2024-01-21,TA_MUEN_THOM_TEMPLE,1,0.21038753357791076,0,0
2024-01-21,TA_KRABEY_TEMPLE,5,-0.11346883095136279,0,0
2024-01-21,OSMACH_CHECKPOINT,1,-0.8747050241506572,1,0
2024-01-21,CHONG_CHOM_CHECKPOINT,2,-1.8227274999167298,0,0
2024-01-21,ARANYAPRATHET_POIPET,5,-2.419498603907605,0,0
2024-01-21,PHANOM_DONG_RAK_RIDGE,3,0.8516177168229447,1,0
2024-01-21,BAN_KRUAT,1,-0.38310669371018335,0,0
2024-01-21,KANTHARALAK,2,-0.5042900601059164,0,0
2024-01-21,SAMRAONG,2,-0.11112548425855423,0,0
2024-01-28,PREAH_VIHEAR_TEMPLE,3,-0.1347523536921379,0,0
2024-01-28,TA_MUEN_THOM_TEMPLE,5,0.7784290530727492,1,1
2024-01-28,TA_KRABEY_TEMPLE,4,-1.0936983612979767,0,0
2024-01-28,OSMACH_CHECKPOINT,4,2.100950585558628,0,0
2024-01-28,CHONG_CHOM_CHECKPOINT,2,-0.8933695870729601,0,0
2024-01-28,ARANYAPRATHET_POIPET,0,0.2860559467695071,0,0
2024-01-28,PHANOM_DONG_RAK_RIDGE,3,-0.6175944934157797,0,0
2024-01-28,BAN_KRUAT,2,0.1713804312364954,0,0
2024-01-28,KANTHARALAK,2,0.14294729919886043,0,0
2024-01-28,SAMRAONG,1,-1.9203220805424632,1,0
2024-02-04,PREAH_VIHEAR_TEMPLE,2,0.7261070308924263,0,0
2024-02-04,TA_MUEN_THOM_TEMPLE,1,0.6020942596046785,0,0
2024-02-04,TA_KRABEY_TEMPLE,2,-0.15937910988796294,0,0
2024-02-04,OSMACH_CHECKPOINT,6,0.8234946401708941,0,0
2024-02-04,CHONG_CHOM_CHECKPOINT,2,-1.4869039331317855,0,1
2024-02-04,ARANYAPRATHET_POIPET,0,0.0801916265351272,0,0
2024-02-04,PHANOM_DONG_RAK_RIDGE,1,0.6027137307901973,1,1
2024-02-04,BAN_KRUAT,4,1.226319358638024,0,0
2024-02-04,KANTHARALAK,7,-0.1935664095828169,0,0
2024-02-04,SAMRAONG,1,-1.210330782797174,0,0
2024-02-11,PREAH_VIHEAR_TEMPLE,2,-0.46687021073239454,0,0
2024-02-11,TA_MUEN_THOM_TEMPLE,7,-0.4366312077923179,0,0
2024-02-11,TA_KRABEY_TEMPLE,3,0.740767915230124,0,0
2024-02-11,OSMACH_CHECKPOINT,6,-0.14628616620594423,0,0
2024-02-11,CHONG_CHOM_CHECKPOINT,3,0.385022246828967,0,0
2024-02-11,ARANYAPRATHET_POIPET,4,-0.5362638864418516,1,1
2024-02-11,PHANOM_DONG_RAK_RIDGE,1,0.48796271193559965,0,0
2024-02-11,BAN_KRUAT,7,-0.6283172134774472,0,0
2024-02-11,KANTHARALAK,7,0.3291109888575,0,0
2024-02-11,SAMRAONG,4,0.15625491677300532,1,0
2024-02-18,PREAH_VIHEAR_TEMPLE,3,-0.5767609886466654,0,0
2024-02-18,TA_MUEN_THOM_TEMPLE,6,-0.9494869750863406,0,0
2024-02-18,TA_KRABEY_TEMPLE,2,0.46685214143517756,0,0
2024-02-18,OSMACH_CHECKPOINT,4,-0.14259715965674868,0,0
2024-02-18,CHONG_CHOM_CHECKPOINT,1,-0.05681518762435273,0,0
2024-02-18,ARANYAPRATHET_POIPET,1,0.8450399912178964,1,0
2024-02-18,PHANOM_DONG_RAK_RIDGE,3,-0.24375138645957625,0,0
2024-02-18,BAN_KRUAT,7,-1.1036081075616304,1,0
2024-02-18,KANTHARALAK,3,0.2165948559198682,0,0
2024-02-18,SAMRAONG,4,1.9610981535868532,0,0
2024-02-25,PREAH_VIHEAR_TEMPLE,5,2.3714485570933026,0,0
2024-02-25,TA_MUEN_THOM_TEMPLE,1,-0.5615861309296244,1,1
2024-02-25,TA_KRABEY_TEMPLE,6,0.08209753687439107,0,0
2024-02-25,OSMACH_CHECKPOINT,3,-1.196392617070801,0,0
2024-02-25,CHONG_CHOM_CHECKPOINT,5,0.08665007601701845,0,0
2024-02-25,ARANYAPRATHET_POIPET,3,-0.6302679620524838,0,0
2024-02-25,PHANOM_DONG_RAK_RIDGE,3,2.0094460041474003,1,0
2024-02-25,BAN_KRUAT,7,0.6003037728809076,1,0
2024-02-25,KANTHARALAK,2,1.235303428460387,1,0
2024-02-25,SAMRAONG,4,-0.8236471973063973,0,0
2024-03-03,PREAH_VIHEAR_TEMPLE,6,0.8389211122074217,1,0
2024-03-03,TA_MUEN_THOM_TEMPLE,5,0.3394439524026217,0,1
2024-03-03,TA_KRABEY_TEMPLE,0,-0.44543140909430906,0,1
2024-03-03,OSMACH_CHECKPOINT,5,-1.6137786290218554,1,0
2024-03-03,CHONG_CHOM_CHECKPOINT,4,-0.6608827604187658,0,0
2024-03-03,ARANYAPRATHET_POIPET,3,-0.01608840084562262,0,0
2024-03-03,PHANOM_DONG_RAK_RIDGE,3,1.0518073371018162,0,0
2024-03-03,BAN_KRUAT,5,-1.0274645666241498,1,0
2024-03-03,KANTHARALAK,1,0.278830307615327,0,0
2024-03-03,SAMRAONG,4,-0.6373259847829316,1,0
2024-03-10,PREAH_VIHEAR_TEMPLE,3,-1.04361156300438,0,0
2024-03-10,TA_MUEN_THOM_TEMPLE,2,-0.031152838546166378,0,0
2024-03-10,TA_KRABEY_TEMPLE,3,-0.5380962820907609,0,0
2024-03-10,OSMACH_CHECKPOINT,4,0.44502088966045245,0,1
2024-03-10,CHONG_CHOM_CHECKPOINT,2,-0.9028953678333977,1,0
2024-03-10,ARANYAPRATHET_POIPET,0,-1.0157833926715993,0,1
2024-03-10,PHANOM_DONG_RAK_RIDGE,4,-0.367220638509861,0,0
2024-03-10,BAN_KRUAT,4,-1.6230764093300385,0,0
2024-03-10,KANTHARALAK,4,-0.5668782931698957,1,0
2024-03-10,SAMRAONG,4,0.288056467669526,0,0
2024-03-17,PREAH_VIHEAR_TEMPLE,4,0.9469524583620439,0,0
2024-03-17,TA_MUEN_THOM_TEMPLE,4,-0.13637962563892597,0,1
2024-03-17,TA_KRABEY_TEMPLE,7,0.6071765399966528,1,0
2024-03-17,OSMACH_CHECKPOINT,2,0.8172217789323573,0,0
2024-03-17,CHONG_CHOM_CHECKPOINT,2,1.014484148667294,1,0
2024-03-17,ARANYAPRATHET_POIPET,4,0.5439695604986536,1,0
2024-03-17,PHANOM_DONG_RAK_RIDGE,3,0.22485355159338266,0,0
2024-03-17,BAN_KRUAT,2,-2.543074822057053,0,0
2024-03-17,KANTHARALAK,1,0.589503684872856,0,0
2024-03-17,SAMRAONG,2,0.8743387666495607,0,0
2024-03-24,PREAH_VIHEAR_TEMPLE,3,0.6067554309064326,1,0
2024-03-24,TA_MUEN_THOM_TEMPLE,1,-0.48701809048065714,0,0
2024-03-24,TA_KRABEY_TEMPLE,3,-1.4836068420005375,0,1
2024-03-24,OSMACH_CHECKPOINT,3,0.3131933939478103,1,0
2024-03-24,CHONG_CHOM_CHECKPOINT,4,-0.5563542137591563,0,0
